address,city,state,zipCode,lat,lon,rooms,squareFeet,price,shortest distance to public trans,shortest distance to whole foods,shortest distance to parks
1 Hawthorne St UNIT 14G,San Francisco,CA,94105,37.785768,-122.398876,1,950,1298000,0.282380799,0.315562655,0.361704472
268 Grand View Ave,San Francisco,CA,94114,37.753942,-122.441546,4,3321,3995000,0.503560106,0.598661605,0.305432948
858 Templeton Ave,Daly City,CA,94014,37.702706,-122.453121,3,1510,968000,0.505359139,1.248682515,0.30437182
1210 40th Ave,San Francisco,CA,94122,37.764163,-122.499475,2,1225,1100000,0.666715152,1.270932178,0.375621486
2999 California St APT 42,San Francisco,CA,94115,37.787445,-122.443491,1,989,949000,0.803108097,1.112605607,0.38011926
4399 Whittle Ave,Oakland,CA,94602,37.811562,-122.205031,4,1672,899000,0.899431011,1.333242929,0.356949396
732 Via Aires,San Lorenzo,CA,94580,37.671493,-122.126624,3,1998,788000,0.91734285,1.375146687,0.381824749
180 Caldecott Ln UNIT 105,Oakland,CA,94618,37.855688,-122.220263,1,773,499000,0.959438199,1.397981539,0.387305689
1130 College Ave,Alameda,CA,94501,37.756848,-122.239213,4,2186,1295000,0.975653583,1.4920538,0.215799495
1086 Alabama St,San Francisco,CA,94110,37.754608,-122.411424,3,1685,1795000,0.418318856,0.815207432,0.309468635
2815 Polk St # 1,San Francisco,CA,94109,37.80275,-122.42341,1,1002,1595000,0.866844928,0.873121036,0.38716662
1061 Trestle Glen Rd,Oakland,CA,94610,37.806971,-122.234672,3,1806,1349000,0.979887478,1.079918216,0.387305689
2815 Polk St # 2,San Francisco,CA,94109,37.80275,-122.42341,2,1421,2695000,0.980746408,0.873121036,0.388397432
540 42 Belvedere St,San Francisco,CA,94117,37.76276,-122.447666,4,2600,2695000,1.00370971,0.553154416,0.122295097
1804 Saint Andrews Dr,Moraga,CA,94556,37.832223,-122.139396,3,1819,980000,1.012104864,1.182754837,0.388397432
431 Christopher Dr,San Francisco,CA,94131,37.753877,-122.459615,4,1643,1495000,1.013376955,1.151590492,0.389297757
1389 Crown Dr,Alameda,CA,94501,37.770997,-122.281338,2,1182,729500,1.031157553,1.187822782,0.258098575
88 King St UNIT 1407,San Francisco,CA,94107,37.78063,-122.389624,3,3596,5350000,0.395461259,0.557054802,0.244124807
6334 Telegraph Ave,Oakland,CA,94609,37.849261,-122.260264,3,1338,799000,0.579101983,1.281070549,0.18500867
1851 Bockman Rd,San Lorenzo,CA,94580,37.671256,-122.144336,3,1078,678000,0.590629956,1.343597023,0.317561106
223 Molimo Dr,San Francisco,CA,94127,37.736681,-122.449795,4,2900,2795000,0.879876962,0.963192567,0.224765804
56 Conrad St,San Francisco,CA,94131,37.737572,-122.436519,3,1670,1688000,0.345063284,1.04240233,0.335292583
2248 Coloma St,Oakland,CA,94602,37.801816,-122.213625,3,1614,799000,0.909115274,1.33567774,0.259202614
1770 14th St,Oakland,CA,94607,37.813267,-122.29739,2,1513,799000,0.605963866,1.479098321,0.347132236
113 Ashford Ave,Mill Valley,CA,94941,37.904353,-122.525548,2,1672,899000,0.941308725,1.493452745,0.391683132
1433 Bush St # 401,San Francisco,CA,94109,37.788531,-122.420976,3,1087,1240000,0.735761699,0.173341329,0.391899798
200 2nd St UNIT 204,Oakland,CA,94607,37.794117,-122.270692,2,767,543091,0.362311561,1.26291074,0.235634514
8108 Olive Street A B C # D,Oakland,CA,94621,37.759825,-122.172298,8,3737,539828,0.764194707,1.394630189,0.22904183
405 Cork Harbour Cir APT A,Redwood City,CA,94065,37.532628,-122.257717,1,764,795000,1.025821114,1.435581074,0.048405052
1636 Delaware St,Berkeley,CA,94703,37.873278,-122.278391,0,1310,899000,0.270768392,1.576594153,0.27697636
1435 Dutton Ave,San Leandro,CA,94577,37.734221,-122.140922,4,2100,998000,0.600673751,1.595040384,0.32155365
588 Minna St # 201,San Francisco,CA,94103,37.778952,-122.410179,2,976,1171000,0.198026749,0.590389573,0.323231634
588 Minna St # 203,San Francisco,CA,94103,37.778952,-122.410179,1,644,825000,0.198026749,0.590389573,0.323231634
28 Loyola Ter,San Francisco,CA,94117,37.776046,-122.448747,2,1368,1499000,0.400314018,0.496211757,0.283540221
56 Oviedo Ct,Pacifica,CA,94044,37.590943,-122.490848,3,1300,998000,0.400314018,1.058970591,0.326789383
370 370 Monterey Blvd # 105,San Francisco,CA,94131,37.731841,-122.443393,1,610,468000,0.530621241,0.790480097,0.339738475
3 View Ter,Millbrae,CA,94030,37.591834,-122.399312,3,2360,1800000,0.732756005,1.058970591,0.198345756
425 1st St UNIT 4706,San Francisco,CA,94105,37.785829,-122.392275,2,1238,1998000,0.552018689,0.517879098,0.301807358
6168 Contra Costa Rd,Oakland,CA,94618,37.845061,-122.231514,5,3467,2380000,0.554924754,1.069820203,0.257093797
47 Pelican Ln # 47,Redwood City,CA,94065,37.531187,-122.255811,1,838,789888,0.648799281,1.069820203,0.121972361
2209 Bryant St,San Francisco,CA,94110,37.75895,-122.4094,3,1410,1495000,0.678709122,0.508242327,0.298616414
434 Lisbon St,San Francisco,CA,94112,37.72155,-122.43429,4,2260,1399000,0.71126771,0.995706454,0.348784748
3936 26th St,San Francisco,CA,94131,37.748685,-122.42807,3,4650,1649000,0.580145775,0.274506147,0.350909259
311 Bowsman Ct # 148,Oakland,CA,94601,37.772189,-122.234647,3,1993,849000,0.552657537,1.167280159,0.296727417
1115 Kansas St,San Francisco,CA,94107,37.755682,-122.402357,3,1878,1495000,0.53051728,0.610531606,0.341308917
3961 Casanova Dr,San Mateo,CA,94403,37.536125,-122.282974,3,1080,1290000,0.720754051,1.181507249,0.151568108
1754 Leavenworth St,San Francisco,CA,94109,37.797396,-122.416758,4,3005,3249000,0.796813693,0.620844537,0.242101872
2919 West St,Oakland,CA,94608,37.819619,-122.274044,3,1271,799000,0.757168537,0.855946813,0.131689472
15 Pilarcitos Ct,Hillsborough,CA,94010,37.532092,-122.360098,5,3678,3490000,0.803965342,1.181507249,0.309279693
1298 Treat Ave,San Francisco,CA,94110,37.749544,-122.412922,4,1250,1249000,0.356435173,0.99672291,0.057543981
250 King St UNIT 626,San Francisco,CA,94107,37.778359,-122.39306,2,1442,1495000,0.152094149,0.418791174,0.176059752
2013 Rockport Ave,Redwood City,CA,94065,37.547015,-122.236939,4,2710,2488000,0.85311837,1.110764989,0.232709327
1290 De Solo Dr,Pacifica,CA,94044,37.592956,-122.503502,3,1040,1050000,0.85311837,1.159841625,0.273161527
1714 Mckinnon Ave,San Francisco,CA,94124,37.737305,-122.391241,3,1355,829000,0.855962692,1.270365009,0.341533386
9 Middle Rd,Lafayette,CA,94549,37.889861,-122.160768,3,1772,1324785,0.863294507,1.296295552,0.341533386
1170 9th St APT 4,Alameda,CA,94501,37.768625,-122.270096,1,665,460000,0.867254615,1.361375824,0.152046554
"52 Innes Ct. #403 Plan, The San Francisco Shipyard   Monarch",San Francisco,CA,94124,37.7271,-122.368,3,1409,1275000,0.867254615,1.451303168,0.230745939
4318 West St,Oakland,CA,94608,37.832938,-122.269993,3,1197,749900,0.312709906,1.47908953,0.310900397
1258 York St,San Francisco,CA,94110,37.751952,-122.408258,3,2030,1925000,0.558760954,0.908237952,0.250115127
53 Clarendon Ave,San Francisco,CA,94114,37.758638,-122.449963,4,3500,4995000,0.885111893,0.776799533,0.334425058
2033 Melvin Rd,Oakland,CA,94602,37.812625,-122.20528,4,2050,949000,0.895684363,1.140599497,0.325411568
555 Pierce St APT 241,Albany,CA,94706,37.894826,-122.307143,2,1113,578000,0.700858064,1.237551943,0.151337933
1809 3rd St APT A,Alameda,CA,94501,37.777883,-122.288163,2,750,545000,0.899585536,1.418017087,0.106621321
3757 39th Ave,Oakland,CA,94619,37.791338,-122.195268,9,4276,1349000,0.908850143,1.51522749,0.216102103
1092 Keith Ave,Berkeley,CA,94708,37.890396,-122.262134,4,2349,1445000,0.912482476,1.533463717,0.144769672
4096 17th St APT 101,San Francisco,CA,94114,37.762821,-122.437239,1,675,649000,0.918385325,0.672417272,0.069293306
153 23rd Ave,San Francisco,CA,94121,37.784862,-122.483263,3,1818,1675000,0.920232038,0.827034964,0.146203215
1201 Pine St UNIT 141,Oakland,CA,94607,37.812867,-122.300432,1,1219,629000,0.635386781,0.974088897,0.187361191
236 Shoreline Ct,Richmond,CA,94804,37.911944,-122.343903,1,779,435000,0.981728542,1.551207675,0.252663663
1817 California St APT 102,San Francisco,CA,94109,37.78956,-122.424535,2,781,849000,0.909335251,0.072403249,0.220242929
3716 Crestmont Pl,Lafayette,CA,94549,37.899804,-122.132523,4,4291,3589000,0.627120334,1.469755101,0.268745355
9 Ora Way,San Francisco,CA,94131,37.742365,-122.438259,3,2394,3400000,0.687680308,0.77710659,0.271062683
309 Sawyer St,San Francisco,CA,94134,37.714092,-122.413751,2,800,699000,0.761915986,1.473646156,0.272875551
2422 Bonar St,Berkeley,CA,94702,37.862574,-122.286332,4,1792,1449000,0.828441916,1.552388834,0.275147211
522 526 Lake St,San Francisco,CA,94118,37.786899,-122.465189,9,5640,4250000,0.971291448,1.371883858,0.249225916
1697 23rd Ave,San Francisco,CA,94122,37.756051,-122.481183,4,3250,1495000,1.009898427,1.581216237,0.296344308
501 Lisbon St,San Francisco,CA,94112,37.720188,-122.434786,0,2675,1100000,0.701833977,0.982334459,0.303384768
1731 Powell St # 204,San Francisco,CA,94133,37.800682,-122.411287,3,1934,2800000,0.892175726,0.986345331,0.071111897
38 Bryant St APT 401,San Francisco,CA,94105,37.787465,-122.388972,1,666,790000,0.580510255,0.730263745,0.325463791
1731 Powell St # 205,San Francisco,CA,94133,37.800682,-122.411287,2,1369,1895000,0.688194715,0.986345331,0.071111897
900 Filbert St,San Francisco,CA,94133,37.800851,-122.414473,2,1625,1899000,0.812650056,0.888496384,0.244462996
3046 California St,San Francisco,CA,94115,37.787834,-122.44459,4,1849,2275000,0.945541149,1.167920897,0.325463791
401 Harrison St APT 40F,San Francisco,CA,94105,37.786062,-122.392176,2,1241,2300000,0.543400847,0.53208108,0.31880229
333 Beale St APT 3E,San Francisco,CA,94105,37.788377,-122.392083,2,1630,2095000,0.414823125,0.647544177,0.342510657
650 Delancey St APT 216,San Francisco,CA,94107,37.782774,-122.389688,2,1565,1875000,0.507551569,0.561647327,0.242648156
2941 2941a 23rd Ave,San Francisco,CA,94132,37.721056,-122.506684,5,3500,2499000,0.510094867,1.336717366,0.346841705
1013 San Gabriel Cir UNIT 409,Daly City,CA,94014,37.706151,-122.441144,2,1004,659888,0.549999406,1.312824808,0.103628483
123 Stillings Ave,San Francisco,CA,94131,37.734337,-122.442629,2,834,1400000,0.490009681,0.954425798,0.238462907
434 Central Ave,Alameda,CA,94501,37.770814,-122.28449,53,34344,19345000,0.665706916,1.378366531,0.326076484
6125 Bromley Ave,Oakland,CA,94621,37.765937,-122.195532,4,1852,464221,0.782694825,1.467428954,0.251614768
"280 Spear Street #14E Plan, MIRA",San Francisco,CA,94105,37.791282,-122.39306,2,1347,2100000,0.245731873,0.784433544,0.35019311
1800 109th Ave,Oakland,CA,94603,37.738052,-122.160631,2,1561,450000,0.471275034,1.48311934,0.326088403
56 Shoreline Ct,Richmond,CA,94804,37.910984,-122.342431,2,869,430000,0.808330156,1.48311934,0.217904395
5169 Golden Gate Ave,Oakland,CA,94618,37.844945,-122.2339,4,2464,1685000,0.823605402,1.574967882,0.175783528
219 Castenada Dr,Millbrae,CA,94030,37.590585,-122.396539,4,2030,2250000,0.843760071,1.594553946,0.22022928
10951 Cliffland Ave,Oakland,CA,94605,37.749176,-122.132543,3,1672,799000,0.851228652,1.611521013,0.181314477
3746 Park Boulevard Way APT A,Oakland,CA,94610,37.805049,-122.230713,1,916,618500,0.855438144,1.613265703,0.362451291
350 S 12th St,Richmond,CA,94804,37.927059,-122.357681,3,855,385000,0.714617155,1.63040787,0.341045554
4 Greenwood Cove Dr APT C,Belvedere Tiburon,CA,94920,37.897972,-122.500705,2,1509,1295000,0.870563016,1.65137652,0.37122248
"51 Innes Ct. #212 Plan, The San Francisco Shipyard   Monarch",San Francisco,CA,94124,37.7271,-122.368,2,1080,985000,0.909694066,1.661466647,0.371414168
270 Castenada Ave,San Francisco,CA,94116,37.746858,-122.463344,4,3620,4250000,0.910022588,1.67729591,0.372276052
899 54th St,Oakland,CA,94608,37.838216,-122.27349,2,922,699000,0.724415652,1.692692797,0.215508583
228 Columbia Ave,Kensington,CA,94708,37.908137,-122.274813,3,1448,1099000,0.941557893,1.717250031,0.215508583
2550 Dana St # 3AB,Berkeley,CA,94704,37.863204,-122.260713,3,1852,850000,0.627265079,1.721529707,0.249343461
844 Spruce St,Berkeley,CA,94707,37.893941,-122.268795,5,3707,1695000,0.863728367,1.728270878,0.053031608
240 Caldecott Ln UNIT 109,Oakland,CA,94618,37.857877,-122.220771,1,728,449000,0.945541149,1.730908757,0.20044427
8293 Skyline Cir,Oakland,CA,94605,37.773771,-122.132533,4,2350,1149000,0.953602799,1.730908757,0.241497963
535 Grandview Ct,Richmond,CA,94801,37.927201,-122.392762,3,3274,1475000,0.953602799,1.731469499,0.256978163
2233 7th Ave,Oakland,CA,94606,37.800229,-122.244364,1,512,2200000,0.954410264,1.256422937,0.153167782
189 Martin St,Daly City,CA,94014,37.701382,-122.41632,4,2853,1633995,0.954272949,1.738974679,0.182652655
2346 Clement St APT 1,San Francisco,CA,94121,37.782279,-122.484618,2,1265,1199000,1.0064735,1.741110856,0.239204217
339 El Dorado Dr,Daly City,CA,94015,37.679701,-122.477835,5,1995,1090000,0.721077273,1.744961642,0.158073854
704 San Felipe Ave,San Bruno,CA,94066,37.61745,-122.409663,2,930,849000,0.856498652,1.761148063,0.267337722
1446A 5th St,Berkeley,CA,94710,37.875587,-122.301655,3,1582,1295000,0.945561401,1.762641297,0.269075124
17th Ave,San Francisco,CA,94121,37.7739,-122.47559,6,2950,1760000,1.012580885,1.278935074,0.101396755
1344 Mcgee Ave,Berkeley,CA,94703,37.880429,-122.280381,2,1270,1325000,0.451289258,1.768022163,0.202029571
95 Red Rock Way APT 102M,San Francisco,CA,94131,37.746323,-122.441517,1,830,639000,0.977152455,0.700369188,0.293354099
1010 Hanover St,Daly City,CA,94014,37.70485,-122.455678,2,870,699000,0.73460689,1.26189007,0.247684261
1 Baldwin Ave APT 219,San Mateo,CA,94401,37.566106,-122.327954,1,1000,528888,0.260412052,1.714973295,0.305793587
848 55th St,Oakland,CA,94608,37.839783,-122.271586,0,3600,998800,0.781825023,1.725546217,0.21675466
99 Tappan Ln,Orinda,CA,94563,37.911529,-122.19718,5,5211,4700000,0.923044842,1.727185069,0.338174594
42 Seagull Dr,Richmond,CA,94804,37.910255,-122.341066,3,1699,868000,1.009177989,1.771852739,0.233605278
411 Western Dr,Richmond,CA,94801,37.925555,-122.391106,2,2024,1595000,1.014761559,1.774913432,0.341924288
427 Mendocino St,Brisbane,CA,94005,37.682433,-122.404247,4,2245,1425000,1.015287715,1.780509103,0.23706811
5523 Fleming Ave,Oakland,CA,94605,37.774753,-122.191879,3,1258,749000,1.029603253,1.782888557,0.244396911
6374 Heather Ridge Way,Oakland,CA,94611,37.843168,-122.206022,3,1896,849000,1.031350813,1.804690394,0.345954217
1134 87th Ave,Oakland,CA,94621,37.749617,-122.180126,1,690,325000,0.967244461,1.809649404,0.250087129
800 Innes Ave APT 8,San Francisco,CA,94124,37.731247,-122.373904,2,1594,850000,1.037703679,1.809949099,0.357179804
1080 Sutter St,San Francisco,CA,94109,37.788237,-122.418057,3,2185,2595000,0.609621119,0.321030625,0.357179804
15 Pacific Ave,San Bruno,CA,94066,37.638749,-122.415602,3,900,545846,0.076484422,1.109349143,0.357543921
"280 Spear Street #36B Plan, MIRA",San Francisco,CA,94105,37.791282,-122.39306,3,2198,4750000,0.245731873,0.784433544,0.369430584
2038 80th Ave,Oakland,CA,94621,37.760886,-122.172301,2,1370,450050,0.471275034,1.461960518,0.19590436
45 Hyde Ct APT 5,Daly City,CA,94015,37.652992,-122.452797,2,1265,788888,0.644475926,1.661466647,0.371103879
60 Oak Ave # 9,South San Francisco,CA,94080,37.657843,-122.433666,2,903,708888,0.663943445,1.813051099,0.219900113
1171 Sterling Ave,Berkeley,CA,94708,37.8898,-122.254917,7,3818,1195000,0.716789115,1.83118873,0.060471158
2100 108th Ave,Oakland,CA,94603,37.739603,-122.157683,4,1711,749500,0.916496044,1.848531271,0.31496085
1290 33rd Ave,San Francisco,CA,94122,37.763125,-122.491865,4,2134,2499000,0.91751849,1.860530166,0.316387256
10633 Pearmain St,Oakland,CA,94603,37.733505,-122.175756,3,1048,450000,0.941557893,1.875648439,0.168687056
426 27th St APT 202B,Oakland,CA,94612,37.816289,-122.266054,2,1265,724950,0.531951481,0.368252692,0.202556226
2457-2459 Lombard St,San Francisco,CA,94123,37.798806,-122.441842,5,3600,2700000,0.885323215,1.172211063,0.345726293
4052 Huntington St,Oakland,CA,94619,37.790844,-122.186133,3,1044,725000,1.015287715,1.887807946,0.251236969
574 Natoma St APT 402,San Francisco,CA,94103,37.779014,-122.409446,0,370,540000,0.236559729,0.550693929,0.362806954
77 Grand View Ave APT 702,San Francisco,CA,94114,37.756913,-122.440053,2,1080,1199000,0.385928911,0.606761903,0.363618192
587 Burnett Ave,San Francisco,CA,94131,37.751859,-122.444035,0,11538,5500000,0.814612528,0.719080033,0.231818353
579 Burnett Ave,San Francisco,CA,94131,37.751991,-122.444052,0,4994,2500000,0.841915882,0.719969836,0.22497031
1080 Sutter St APT 1101,San Francisco,CA,94109,37.788237,-122.418057,3,2185,2595000,0.609621119,0.321030625,0.363618192
1810 Jackson St # 2,San Francisco,CA,94109,37.793817,-122.42504,3,3271,3750000,0.644475926,0.270147809,0.207337438
555 Laurel Ave APT 317,San Mateo,CA,94401,37.563399,-122.321089,2,1786,1498000,0.338388848,1.060416452,0.17228331
530 Chestnut St APT 210,San Francisco,CA,94133,37.804361,-122.412447,2,985,1150000,0.91751849,1.061004042,0.278246112
15 Oceanside Dr,Daly City,CA,94015,37.674627,-122.490664,3,1120,899000,0.946553181,1.083708195,0.366008811
1594 Pacific Ave,Alameda,CA,94501,37.774346,-122.256828,2,795,780000,1.040762846,1.109349143,0.225921695
610 Hillcrest Blvd,Millbrae,CA,94030,37.597267,-122.397026,4,2433,2180000,0.594513584,1.123660986,0.24293998
3840 Martin Luther King Jr Way,Oakland,CA,94609,37.827921,-122.268579,4,1676,899999,0.115457134,1.126926824,0.18051444
1635 13th St,Oakland,CA,94607,37.810912,-122.295484,5,1859,835000,0.430842198,1.152865237,0.18548785
4830 Wall Ave,Richmond,CA,94804,37.927654,-122.323799,4,1770,514429,0.416356589,1.215785811,0.239385974
505 S 16th St,Richmond,CA,94804,37.924971,-122.354262,2,1110,406520,0.597489481,1.311541059,0.245201526
2925 Shannon Dr,South San Francisco,CA,94080,37.637846,-122.447015,5,2800,1485000,0.8153312,1.320380666,0.280956632
223 Cuardo Ave,Millbrae,CA,94030,37.603217,-122.387272,3,1170,1249950,0.207273169,1.461960518,0.104755481
7019 Gladys Ave,El Cerrito,CA,94530,37.92181,-122.307951,2,780,599000,0.211068529,1.461983308,0.304052244
73 Summit Way,San Francisco,CA,94132,37.714943,-122.474885,3,2024,1518000,0.538139057,1.347581891,0.31405532
3 Magee Ave,Mill Valley,CA,94941,37.915158,-122.553114,4,2736,2950000,0.69749974,1.46847739,0.322487832
540 Loma Vista Ter,Pacifica,CA,94044,37.635199,-122.48394,3,2100,1250000,0.930583626,1.631016945,0.296799639
6730 Potrero Ave,El Cerrito,CA,94530,37.922005,-122.310991,2,845,699000,0.386773765,1.741189259,0.163505231
130 Blackburn Ter,Pacifica,CA,94044,37.596833,-122.511876,3,1700,1995000,1.04217452,1.764955085,0.296799639
"280 Spear Street #4J Plan, MIRA",San Francisco,CA,94105,37.791282,-122.39306,3,1208,1695000,0.245731873,0.784433544,0.328192613
1688 Pine St UNIT E911,San Francisco,CA,94109,37.789553,-122.423278,2,1139,1749888,0.471275034,0.040447029,0.276562721
828 N El Camino Real UNIT 6,San Mateo,CA,94401,37.574107,-122.341344,1,776,598000,0.451508505,1.40655664,0.328753661
2531 Maywood Dr,San Bruno,CA,94066,37.63322,-122.446954,6,1900,1188888,0.865827905,1.481353332,0.195029535
892 894 Guerrero St,San Francisco,CA,94110,37.756948,-122.423654,4,3070,2395000,0.431270521,0.52443328,0.256234842
300 304 Taraval St,San Francisco,CA,94116,37.743469,-122.469414,2,2113,1399000,0.622985713,0.811400444,0.330392041
194 Miramonte Dr,Moraga,CA,94556,37.839526,-122.144955,4,1514,799000,0.907405309,1.229955288,0.330580869
1024 83rd Ave,Oakland,CA,94621,37.751784,-122.184129,2,856,388000,0.717752979,1.661466647,0.125986313
2106 Jackson St APT 3,San Francisco,CA,94115,37.793315,-122.430044,4,2863,3695000,0.941557893,0.423874053,0.177437386
3437 Solomon Ln,Alameda,CA,94502,37.73055,-122.238419,2,1247,685000,1.015287715,1.699281481,0.353173741
47 Seville Way,South San Francisco,CA,94080,37.634689,-122.444156,5,2730,1388800,1.045155345,1.733892708,0.346914089
